filename,RGB1,RGB2,RGB3,RGB4,RGB5,RGB6
otto-freundlich_rosace-ii-1941.jpg,"(Rgb(r=67, g=30, b=15), 0.3542701814273974)","(Rgb(r=141, g=87, b=45), 0.17884822049434224)","(Rgb(r=25, g=40, b=29), 0.13974334660850876)","(Rgb(r=188, g=157, b=116), 0.12101481341003435)","(Rgb(r=23, g=34, b=53), 0.11611774869882209)","(Rgb(r=130, g=30, b=17), 0.09000568936089512)"
wassily-kandinsky_composition-iv-1911.jpg,"(Rgb(r=199, g=176, b=105), 0.2948940561340534)","(Rgb(r=223, g=200, b=131), 0.263147181526774)","(Rgb(r=229, g=210, b=174), 0.1607628029148502)","(Rgb(r=201, g=153, b=29), 0.12186332347438532)","(Rgb(r=143, g=91, b=42), 0.0879835884800759)","(Rgb(r=44, g=33, b=14), 0.07134904746986118)"
raoul-de-keyser_kalklijnen-hoek-1971.jpg,"(Rgb(r=62, g=96, b=45), 0.6441004143727854)","(Rgb(r=50, g=81, b=35), 0.26996413772400524)","(Rgb(r=242, g=231, b=205), 0.05176175441041668)","(Rgb(r=43, g=69, b=30), 0.024706910322867696)","(Rgb(r=92, g=105, b=63), 0.004899569545476475)","(Rgb(r=168, g=170, b=136), 0.004567213624448531)"
louis-cane_toile-tamponn-e-1967-3.jpg,"(Rgb(r=102, g=170, b=212), 0.6173622339280037)","(Rgb(r=42, g=125, b=173), 0.12808031639793124)","(Rgb(r=190, g=224, b=241), 0.10732781163794725)","(Rgb(r=252, g=251, b=249), 0.0850678361813477)","(Rgb(r=240, g=249, b=247), 0.04266723182574869)","(Rgb(r=57, g=146, b=192), 0.019494570029021375)"
francis-bott_composition-1957-1.jpg,"(Rgb(r=54, g=52, b=51), 0.3781044529618896)","(Rgb(r=116, g=89, b=83), 0.33087158393319)","(Rgb(r=111, g=80, b=84), 0.16872331806425478)","(Rgb(r=162, g=140, b=127), 0.054267551649995326)","(Rgb(r=59, g=50, b=53), 0.04427253747156524)","(Rgb(r=156, g=112, b=106), 0.023760555919105045)"
jack-bush_three-greens-and-black-1958.jpg,"(Rgb(r=5, g=5, b=2), 0.4082963332501871)","(Rgb(r=237, g=241, b=239), 0.17694686954352706)","(Rgb(r=229, g=234, b=238), 0.16007483162883512)","(Rgb(r=4, g=8, b=4), 0.09536542778747817)","(Rgb(r=233, g=232, b=223), 0.08377650286854577)","(Rgb(r=138, g=159, b=181), 0.07554003492142679)"
albert-bitran_moins-visible-1972.jpg,"(Rgb(r=168, g=161, b=141), 0.4148447102202893)","(Rgb(r=124, g=105, b=72), 0.28466247518199866)","(Rgb(r=73, g=86, b=117), 0.11398553465065708)","(Rgb(r=145, g=133, b=100), 0.06843859317386783)","(Rgb(r=152, g=160, b=171), 0.06709723929280514)","(Rgb(r=201, g=200, b=194), 0.05097144748038196)"
karl-otto-gotz_gilgamesh-1947.jpg,"(Rgb(r=166, g=165, b=155), 0.2982199370119769)","(Rgb(r=88, g=94, b=88), 0.2252626416655811)","(Rgb(r=41, g=46, b=42), 0.15335514670385667)","(Rgb(r=101, g=103, b=95), 0.15084175600186972)","(Rgb(r=206, g=200, b=189), 0.12127110137087072)","(Rgb(r=41, g=42, b=36), 0.05104941724584486)"
edward-corbett_november-1963-iii-1963.jpg,"(Rgb(r=245, g=243, b=230), 0.6054702376113068)","(Rgb(r=5, g=8, b=24), 0.1360713047868858)","(Rgb(r=7, g=1, b=0), 0.12225450468761366)","(Rgb(r=192, g=58, b=22), 0.08057731888181907)","(Rgb(r=17, g=3, b=7), 0.05078283789970946)","(Rgb(r=125, g=40, b=22), 0.004843796132665243)"
pierre-tal-coat_au-matin-1981.jpg,"(Rgb(r=81, g=116, b=135), 0.5180633916665232)","(Rgb(r=124, g=156, b=147), 0.22830872013269893)","(Rgb(r=102, g=139, b=145), 0.08680912285937856)","(Rgb(r=254, g=254, b=254), 0.07289639880081196)","(Rgb(r=113, g=149, b=154), 0.07104443003173984)","(Rgb(r=108, g=142, b=139), 0.022877936508847552)"
ad-reinhardt_abstract-painting-1961.jpg,"(Rgb(r=45, g=47, b=61), 1.0)",,,,,
kazuo-nakamura_hillside-1954.jpg,"(Rgb(r=172, g=179, b=128), 0.3801360947720495)","(Rgb(r=201, g=204, b=153), 0.19362035160562174)","(Rgb(r=216, g=216, b=190), 0.147591979305686)","(Rgb(r=141, g=172, b=142), 0.13076631572009953)","(Rgb(r=140, g=156, b=78), 0.07772560262303725)","(Rgb(r=102, g=105, b=85), 0.070159655973506)"
marcelle-loubchansky_bethsabee-1956.jpg,"(Rgb(r=198, g=149, b=133), 0.45298961249371933)","(Rgb(r=203, g=150, b=159), 0.2806882620153608)","(Rgb(r=8, g=9, b=23), 0.09784559223141683)","(Rgb(r=208, g=194, b=188), 0.06279673096051107)","(Rgb(r=200, g=208, b=216), 0.055239384337732386)","(Rgb(r=206, g=194, b=199), 0.05044041796125963)"
rupprecht-geiger_farbmodulationen-1962.jpg,"(Rgb(r=8, g=14, b=22), 0.33862326212275345)","(Rgb(r=233, g=80, b=38), 0.23384876229230248)","(Rgb(r=233, g=232, b=237), 0.20157341471685317)","(Rgb(r=236, g=136, b=96), 0.09459477789081044)","(Rgb(r=84, g=94, b=99), 0.07816208884367583)","(Rgb(r=243, g=211, b=196), 0.05319769413360461)"
larry-zox_vina-1977.jpg,"(Rgb(r=184, g=85, b=11), 0.2892901506582189)","(Rgb(r=234, g=158, b=51), 0.256903144322385)","(Rgb(r=228, g=128, b=14), 0.21797211677920347)","(Rgb(r=80, g=22, b=3), 0.13436409185224252)","(Rgb(r=249, g=198, b=110), 0.05846593708579399)","(Rgb(r=130, g=38, b=7), 0.043004559302156124)"
jean-helion_abstract-copmosition-1934.jpg,"(Rgb(r=205, g=207, b=199), 0.2624762596176907)","(Rgb(r=212, g=218, b=214), 0.25447097029292226)","(Rgb(r=38, g=42, b=58), 0.15125135312076643)","(Rgb(r=214, g=223, b=228), 0.14290251696667597)","(Rgb(r=164, g=171, b=186), 0.09967395461292644)","(Rgb(r=198, g=182, b=91), 0.08922494538901816)"
willi-baumeister_happy-day-1947.jpg,"(Rgb(r=234, g=219, b=192), 0.45849432289567876)","(Rgb(r=193, g=167, b=130), 0.2340235143527627)","(Rgb(r=225, g=201, b=121), 0.130857847204115)","(Rgb(r=148, g=87, b=60), 0.08269135041600494)","(Rgb(r=154, g=173, b=182), 0.05159764856472373)","(Rgb(r=155, g=60, b=84), 0.04233531656671487)"
victor-servranckx_opus-55-r-gne-de-l-acier-poli-heerschappij-van-gepolijst-staal-1923.jpg,"(Rgb(r=42, g=43, b=42), 0.28076716179739314)","(Rgb(r=91, g=92, b=89), 0.21713024750118037)","(Rgb(r=107, g=87, b=97), 0.19249806548818896)","(Rgb(r=223, g=228, b=225), 0.1476791674839954)","(Rgb(r=160, g=160, b=152), 0.12773434068347536)","(Rgb(r=210, g=209, b=202), 0.0341910170457668)"
fernando-lanhas_o2-43-44-ou-o-violino-1944.jpg,"(Rgb(r=110, g=120, b=81), 0.3676497284012679)","(Rgb(r=170, g=183, b=167), 0.22213843855165963)","(Rgb(r=130, g=139, b=98), 0.17832656081996284)","(Rgb(r=161, g=170, b=140), 0.11077597642886068)","(Rgb(r=193, g=205, b=192), 0.0784983173446162)","(Rgb(r=185, g=197, b=182), 0.04261097845363272)"
rene-duvillier_aphrodite-1971-1(1).jpg,"(Rgb(r=238, g=237, b=234), 0.6916423091723365)","(Rgb(r=18, g=29, b=63), 0.11828736112134536)","(Rgb(r=173, g=102, b=10), 0.07103382212069854)","(Rgb(r=218, g=130, b=6), 0.04201770114377881)","(Rgb(r=39, g=36, b=21), 0.039741605875273256)","(Rgb(r=71, g=83, b=115), 0.0372772005665676)"
ronnie-landfield_the-howl-of-terror-1967.jpg,"(Rgb(r=27, g=13, b=56), 0.8027113682302921)","(Rgb(r=117, g=71, b=38), 0.07483894094335301)","(Rgb(r=78, g=50, b=18), 0.033356898903703115)","(Rgb(r=6, g=97, b=49), 0.0318633064154776)","(Rgb(r=220, g=155, b=12), 0.031335570402971254)","(Rgb(r=209, g=215, b=231), 0.02589391510420297)"
marcel-janco_euphoria-dada-1917.jpg,"(Rgb(r=151, g=156, b=171), 0.26290512144739653)","(Rgb(r=49, g=33, b=44), 0.19608946506161407)","(Rgb(r=194, g=160, b=104), 0.16583624189757104)","(Rgb(r=239, g=234, b=224), 0.16228363843578603)","(Rgb(r=124, g=97, b=74), 0.12695526746919297)","(Rgb(r=93, g=105, b=130), 0.08593026568843935)"
sam-francis_untitled-1990-6.jpg,"(Rgb(r=239, g=239, b=238), 0.782146063766787)","(Rgb(r=224, g=233, b=240), 0.08449385829178367)","(Rgb(r=23, g=110, b=164), 0.04142548761151547)","(Rgb(r=234, g=241, b=237), 0.035694500162377976)","(Rgb(r=116, g=171, b=203), 0.03107150362007374)","(Rgb(r=242, g=235, b=239), 0.025168586547462127)"
bernard-cohen_fifth-image-for-j-1976.jpg,"(Rgb(r=239, g=236, b=230), 0.8744527220630373)","(Rgb(r=192, g=174, b=139), 0.05006303724928367)","(Rgb(r=214, g=228, b=214), 0.030349570200573064)","(Rgb(r=216, g=203, b=144), 0.025730659025787965)","(Rgb(r=131, g=190, b=140), 0.01374785100286533)","(Rgb(r=240, g=231, b=234), 0.005656160458452722)"
piero-dorazio_rosso-perugino-1979.jpg,"(Rgb(r=173, g=47, b=58), 0.5129016611430479)","(Rgb(r=176, g=60, b=50), 0.14505631509155928)","(Rgb(r=228, g=217, b=196), 0.11279985688386752)","(Rgb(r=149, g=35, b=48), 0.08627173253512893)","(Rgb(r=203, g=152, b=96), 0.07823620432409903)","(Rgb(r=44, g=114, b=82), 0.06473423002229735)"
blinky-palermo_untitled-1964.jpg,"(Rgb(r=230, g=213, b=102), 0.23751910341314314)","(Rgb(r=59, g=59, b=59), 0.22418674041190598)","(Rgb(r=59, g=61, b=60), 0.16463503384033185)","(Rgb(r=66, g=67, b=70), 0.12723237027872789)","(Rgb(r=65, g=68, b=67), 0.12636271013754458)","(Rgb(r=67, g=66, b=65), 0.12006404191834655)"
arkhip-kuindzhi_sunset-in-the-winter-a-coast-of-the-sea.jpg,"(Rgb(r=161, g=82, b=45), 0.466935828790151)","(Rgb(r=25, g=55, b=48), 0.16843386082973758)","(Rgb(r=125, g=72, b=85), 0.13967781754002243)","(Rgb(r=63, g=92, b=74), 0.13309584264978966)","(Rgb(r=39, g=78, b=64), 0.05614507143669231)","(Rgb(r=195, g=79, b=99), 0.035711578753607025)"
akira-kanayama_work-1957-1.jpg,"(Rgb(r=47, g=47, b=38), 0.3470194371793984)","(Rgb(r=90, g=89, b=83), 0.2824596634582093)","(Rgb(r=87, g=90, b=96), 0.11989367878849216)","(Rgb(r=159, g=156, b=152), 0.09812872537060613)","(Rgb(r=236, g=233, b=231), 0.09072459290588229)","(Rgb(r=84, g=89, b=86), 0.06177390229741175)"
john-mclaughlin_number-11-1964.jpg,"(Rgb(r=235, g=234, b=230), 0.663803698020455)","(Rgb(r=23, g=22, b=27), 0.33032571186546594)","(Rgb(r=25, g=23, b=25), 0.0034057060330641635)","(Rgb(r=34, g=33, b=31), 0.0009095769425716726)","(Rgb(r=95, g=94, b=92), 0.0008470869236163668)","(Rgb(r=87, g=85, b=86), 0.0007082202148267985)"
ad-reinhardt_abstract-painting-red-1952.jpg,"(Rgb(r=175, g=47, b=52), 0.5206097253716301)","(Rgb(r=169, g=56, b=53), 0.47757621567145375)","(Rgb(r=129, g=39, b=36), 0.0016250944822373394)","(Rgb(r=128, g=39, b=40), 0.0001889644746787604)",,
li-yuan-chia_folding-scroll-1963.jpg,"(Rgb(r=222, g=46, b=45), 0.6800348628808525)","(Rgb(r=254, g=253, b=253), 0.1633522378532322)","(Rgb(r=226, g=46, b=50), 0.08559819302251356)","(Rgb(r=204, g=45, b=42), 0.032100856841226585)","(Rgb(r=243, g=253, b=248), 0.0241585033512558)","(Rgb(r=253, g=245, b=250), 0.014755346050919447)"
marcelle-loubchansky_composition-1961-1.jpg,"(Rgb(r=163, g=50, b=40), 0.5743133745008526)","(Rgb(r=145, g=32, b=39), 0.1716113588458972)","(Rgb(r=179, g=39, b=46), 0.13253222611771934)","(Rgb(r=131, g=41, b=35), 0.06792640688055417)","(Rgb(r=61, g=40, b=35), 0.03385198758619229)","(Rgb(r=71, g=35, b=39), 0.019764646068784357)"
luis-feito_n-mero-148-1959.jpg,"(Rgb(r=221, g=213, b=204), 0.7231690405244985)","(Rgb(r=179, g=171, b=164), 0.18682329860259603)","(Rgb(r=27, g=22, b=20), 0.034202650705429674)","(Rgb(r=106, g=99, b=93), 0.026502713858801215)","(Rgb(r=82, g=82, b=86), 0.014983191654205993)","(Rgb(r=198, g=192, b=183), 0.01431910465446859)"
arshile-gorky_the-liver-is-the-cock-s-comb.jpg,"(Rgb(r=151, g=82, b=32), 0.3360322427970397)","(Rgb(r=189, g=160, b=121), 0.24212722541298393)","(Rgb(r=69, g=34, b=9), 0.20511220617834092)","(Rgb(r=224, g=216, b=199), 0.10058023278094125)","(Rgb(r=164, g=17, b=4), 0.058942020939475974)","(Rgb(r=212, g=222, b=216), 0.05720607189121823)"
fritz-winter_schwarz-vor-grau-und-gelb-1954.jpg,"(Rgb(r=206, g=175, b=116), 0.5014639893276044)","(Rgb(r=30, g=28, b=24), 0.19018001004868415)","(Rgb(r=102, g=97, b=88), 0.18959094925414507)","(Rgb(r=220, g=193, b=127), 0.04256397373481869)","(Rgb(r=200, g=174, b=37), 0.039423759940400906)","(Rgb(r=25, g=25, b=31), 0.03677731769434675)"
jean-paul-riopelle_pavane-1954.jpg,"(Rgb(r=23, g=35, b=45), 0.2271168505418275)","(Rgb(r=21, g=31, b=26), 0.2022234850711659)","(Rgb(r=79, g=93, b=108), 0.19644268516522637)","(Rgb(r=39, g=28, b=19), 0.16359990332673605)","(Rgb(r=110, g=92, b=75), 0.12177565270783118)","(Rgb(r=84, g=96, b=89), 0.088841423187213)"
olivier-debre_rose-de-la-montagne-1991.jpg,"(Rgb(r=232, g=122, b=132), 0.33956001937342273)","(Rgb(r=230, g=139, b=114), 0.2488261235310612)","(Rgb(r=218, g=85, b=98), 0.14633052078819242)","(Rgb(r=247, g=149, b=155), 0.10784368706824034)","(Rgb(r=243, g=162, b=154), 0.09863111473654694)","(Rgb(r=229, g=80, b=66), 0.05880853450253639)"
alfred-manessier_12-1956.jpg,"(Rgb(r=146, g=162, b=174), 0.5186832149031164)","(Rgb(r=40, g=54, b=59), 0.17154679320786798)","(Rgb(r=45, g=58, b=54), 0.15439348505479925)","(Rgb(r=200, g=236, b=130), 0.061644536371278466)","(Rgb(r=68, g=82, b=74), 0.0554363108416122)","(Rgb(r=212, g=247, b=144), 0.03829565962132567)"
jean-miotte_untitled-1959.jpg,"(Rgb(r=21, g=27, b=24), 0.24336950670857727)","(Rgb(r=46, g=44, b=34), 0.19685803334684573)","(Rgb(r=223, g=222, b=216), 0.17435655473521222)","(Rgb(r=155, g=176, b=188), 0.17126642255730035)","(Rgb(r=200, g=208, b=215), 0.13061623216528553)","(Rgb(r=102, g=85, b=67), 0.08353325048677888)"
josef-ma_temp-te-f-camp-1954.jpg,"(Rgb(r=145, g=183, b=169), 0.3061274135890786)","(Rgb(r=216, g=216, b=201), 0.2924880325563944)","(Rgb(r=200, g=214, b=206), 0.24238351069751332)","(Rgb(r=173, g=201, b=190), 0.08621919491368185)","(Rgb(r=178, g=183, b=156), 0.03811440092688417)","(Rgb(r=197, g=199, b=172), 0.03466744731644766)"
jack-bush_sing-sing-sing-1974.jpg,"(Rgb(r=234, g=121, b=97), 0.5654587428114922)","(Rgb(r=219, g=92, b=72), 0.34170597461186464)","(Rgb(r=145, g=87, b=42), 0.039909067946451125)","(Rgb(r=230, g=207, b=181), 0.029176970928764017)","(Rgb(r=63, g=36, b=20), 0.013604563050335708)","(Rgb(r=221, g=152, b=18), 0.010144680651092301)"
jack-bush_big-a-1968.jpg,"(Rgb(r=148, g=119, b=25), 0.3175318411603937)","(Rgb(r=80, g=104, b=90), 0.2916167985566531)","(Rgb(r=235, g=136, b=71), 0.1560574123363284)","(Rgb(r=34, g=101, b=120), 0.1251987281399046)","(Rgb(r=236, g=82, b=29), 0.07393133384541184)","(Rgb(r=159, g=132, b=25), 0.0356638859613083)"
sam-francis_untitled-sfp89-105-1989.jpg,"(Rgb(r=241, g=240, b=235), 0.5197547775405235)","(Rgb(r=155, g=84, b=29), 0.1861327102050683)","(Rgb(r=186, g=155, b=34), 0.08695593784832736)","(Rgb(r=50, g=26, b=8), 0.07276768327894391)","(Rgb(r=59, g=104, b=41), 0.07231779541517264)","(Rgb(r=246, g=239, b=244), 0.062071095711964334)"
jean-messagier_la-grande-fracture-des-matins-1992.jpg,"(Rgb(r=33, g=186, b=95), 0.268056738278874)","(Rgb(r=25, g=142, b=69), 0.18686649959854992)","(Rgb(r=105, g=239, b=192), 0.18136298386900562)","(Rgb(r=74, g=211, b=140), 0.16408359893919855)","(Rgb(r=184, g=246, b=225), 0.16023454417167465)","(Rgb(r=73, g=194, b=224), 0.039395635142697255)"
carl-buchheister_komposition-chartem-1958.jpg,"(Rgb(r=236, g=226, b=200), 0.7874510506513782)","(Rgb(r=197, g=171, b=130), 0.11489766493477686)","(Rgb(r=221, g=200, b=144), 0.06960831989625724)","(Rgb(r=206, g=220, b=209), 0.011794766792079378)","(Rgb(r=123, g=105, b=81), 0.008838610051786065)","(Rgb(r=138, g=171, b=184), 0.007409587673722198)"
albert-bitran_composition-1974.jpg,"(Rgb(r=193, g=159, b=122), 0.5962411048573057)","(Rgb(r=100, g=81, b=88), 0.13630333986263668)","(Rgb(r=135, g=93, b=74), 0.11050432669658575)","(Rgb(r=221, g=204, b=187), 0.08340358533138281)","(Rgb(r=92, g=91, b=100), 0.03748977213557809)","(Rgb(r=179, g=128, b=67), 0.036057871116510876)"
li-yuan-chia_untitled-1960.jpg,"(Rgb(r=167, g=171, b=185), 0.8711333315509451)","(Rgb(r=91, g=86, b=79), 0.046754271047776914)","(Rgb(r=176, g=169, b=178), 0.03590621073175949)","(Rgb(r=160, g=170, b=167), 0.028747694035237817)","(Rgb(r=164, g=161, b=158), 0.012993610138224207)","(Rgb(r=187, g=186, b=201), 0.004464882496056466)"
akira-kanayama_work-1957-3.jpg,"(Rgb(r=75, g=95, b=126), 0.8040854168434065)","(Rgb(r=143, g=153, b=168), 0.05240386363360925)","(Rgb(r=219, g=217, b=208), 0.044320288924169525)","(Rgb(r=168, g=165, b=150), 0.04090264564371675)","(Rgb(r=217, g=221, b=228), 0.030316434986002207)","(Rgb(r=41, g=48, b=65), 0.02797134996909578)"
sam-francis_basel-mural-i-1958(2).jpg,"(Rgb(r=219, g=215, b=193), 0.39663348793579656)","(Rgb(r=193, g=166, b=113), 0.16630947417791442)","(Rgb(r=164, g=88, b=46), 0.13218836312470686)","(Rgb(r=63, g=95, b=112), 0.10472796914899161)","(Rgb(r=208, g=199, b=160), 0.10300009119808223)","(Rgb(r=32, g=49, b=69), 0.09714061441450832)"
yves-klein_untitled-pink-monochrome-1956.jpg,"(Rgb(r=177, g=43, b=72), 0.860702183841612)","(Rgb(r=147, g=31, b=57), 0.08617504731467945)","(Rgb(r=247, g=254, b=253), 0.019311188930064938)","(Rgb(r=253, g=242, b=246), 0.016914289599836808)","(Rgb(r=253, g=251, b=250), 0.012930790240143247)","(Rgb(r=94, g=14, b=32), 0.003966500073663573)"
eva-hesse_untitled.jpg,"(Rgb(r=160, g=149, b=70), 0.5245366421804643)","(Rgb(r=163, g=161, b=118), 0.19167888356542165)","(Rgb(r=120, g=112, b=74), 0.14103214125224195)","(Rgb(r=20, g=30, b=65), 0.06518779960879721)","(Rgb(r=97, g=114, b=99), 0.039384923364343946)","(Rgb(r=145, g=160, b=144), 0.038179610028731)"
edward-avedisian_untitled-red-blue-1979.jpg,"(Rgb(r=135, g=172, b=188), 0.29277250935857374)","(Rgb(r=190, g=151, b=133), 0.25109796257771294)","(Rgb(r=161, g=87, b=53), 0.16144477766070178)","(Rgb(r=195, g=169, b=11), 0.12171849530345194)","(Rgb(r=133, g=170, b=161), 0.09191965585665096)","(Rgb(r=58, g=102, b=135), 0.08104659924290865)"
walter-darby-bannard_april-breakout-1981.jpg,"(Rgb(r=205, g=176, b=97), 0.6109863838721294)","(Rgb(r=230, g=199, b=105), 0.24248507742879694)","(Rgb(r=150, g=146, b=76), 0.05229604542285088)","(Rgb(r=106, g=115, b=61), 0.04829625997072954)","(Rgb(r=71, g=109, b=64), 0.04236171239856866)","(Rgb(r=34, g=58, b=65), 0.0035745209069245327)"
pierre-tal-coat_untitled-1975(2).jpg,"(Rgb(r=96, g=84, b=129), 0.6259853301457363)","(Rgb(r=122, g=112, b=156), 0.1385913880603275)","(Rgb(r=94, g=69, b=97), 0.10664386992038409)","(Rgb(r=203, g=156, b=100), 0.049893787886638)","(Rgb(r=144, g=132, b=170), 0.049457096967588654)","(Rgb(r=137, g=88, b=52), 0.029428527019325423)"
michel-parmentier_15-octobre-1966.jpg,"(Rgb(r=30, g=84, b=145), 0.5086662250309321)","(Rgb(r=227, g=231, b=234), 0.3401751821747405)","(Rgb(r=250, g=250, b=250), 0.07161158487642962)","(Rgb(r=236, g=239, b=239), 0.06575815886969293)","(Rgb(r=133, g=167, b=196), 0.00973701643515841)","(Rgb(r=247, g=245, b=246), 0.004051832613046481)"
richard-pousette-dart_chavade-1951.jpg,"(Rgb(r=221, g=220, b=217), 0.27375741415096433)","(Rgb(r=212, g=216, b=214), 0.22602394687663888)","(Rgb(r=209, g=212, b=215), 0.22421648212847994)","(Rgb(r=166, g=170, b=174), 0.14470576069373556)","(Rgb(r=169, g=174, b=172), 0.0789678172296374)","(Rgb(r=174, g=173, b=170), 0.05232857892054394)"
helmut-sturm_the-blue-phantom-1961.jpg,"(Rgb(r=10, g=25, b=66), 0.2732592807577636)","(Rgb(r=163, g=15, b=33), 0.25243133426558667)","(Rgb(r=12, g=48, b=132), 0.13050315295110948)","(Rgb(r=160, g=57, b=71), 0.12025012532650854)","(Rgb(r=240, g=219, b=207), 0.11412891480435873)","(Rgb(r=56, g=13, b=25), 0.10942719189467297)"
fred-sandback_blue-day-glo-corner-piece-1968.jpg,"(Rgb(r=236, g=229, b=226), 0.954562752483363)","(Rgb(r=239, g=233, b=237), 0.027029136824027633)","(Rgb(r=234, g=232, b=242), 0.008864971409613396)","(Rgb(r=13, g=9, b=34), 0.005278975820144026)","(Rgb(r=162, g=158, b=178), 0.002771218360297418)","(Rgb(r=97, g=93, b=112), 0.0014929451025545949)"
rene-duvillier_sea-1960(1).jpg,"(Rgb(r=56, g=85, b=148), 0.3255356455544626)","(Rgb(r=33, g=54, b=119), 0.20886541504511824)","(Rgb(r=240, g=235, b=229), 0.1951161099944404)","(Rgb(r=137, g=152, b=190), 0.15477911303083436)","(Rgb(r=96, g=120, b=174), 0.0689860154813326)","(Rgb(r=211, g=216, b=229), 0.04671770089381174)"
joan-hernandez-pijuan_pintura-222-60-1960.jpg,"(Rgb(r=42, g=49, b=52), 0.4260384552022781)","(Rgb(r=175, g=182, b=179), 0.1923466145772046)","(Rgb(r=197, g=203, b=201), 0.12333906003624297)","(Rgb(r=99, g=91, b=85), 0.113864112400273)","(Rgb(r=152, g=149, b=144), 0.10751923936833682)","(Rgb(r=49, g=54, b=53), 0.036892518415664495)"
janos-mattis-teutsch_soulflowers.jpg,"(Rgb(r=210, g=202, b=190), 0.26635923104210263)","(Rgb(r=146, g=185, b=158), 0.25603616328151185)","(Rgb(r=7, g=44, b=91), 0.16062589293559798)","(Rgb(r=190, g=183, b=166), 0.14288271341770997)","(Rgb(r=118, g=150, b=181), 0.08864755445483333)","(Rgb(r=173, g=48, b=71), 0.0854484448682442)"
lynda-benglis_baby-blatt-1969.jpg,"(Rgb(r=179, g=170, b=154), 0.395399056061477)","(Rgb(r=217, g=212, b=202), 0.26206017608083987)","(Rgb(r=140, g=82, b=30), 0.21935981605300578)","(Rgb(r=66, g=41, b=13), 0.0507329138051009)","(Rgb(r=24, g=43, b=31), 0.040147641666414546)","(Rgb(r=138, g=31, b=4), 0.03230039633316189)"
friedel-dzubas_tundra-ii-1962.jpg,"(Rgb(r=217, g=229, b=207), 0.5225980487174517)","(Rgb(r=110, g=182, b=163), 0.1809351510844048)","(Rgb(r=248, g=198, b=25), 0.14988369839116109)","(Rgb(r=216, g=225, b=200), 0.10448299627404105)","(Rgb(r=83, g=161, b=141), 0.026307854666063623)","(Rgb(r=241, g=190, b=23), 0.015792250866877734)"
eugene-leroy_bouquet-de-fleur-1958.jpg,"(Rgb(r=181, g=165, b=123), 0.2852059216336261)","(Rgb(r=86, g=109, b=90), 0.24564425825143887)","(Rgb(r=114, g=103, b=74), 0.20288512152573857)","(Rgb(r=138, g=158, b=142), 0.11101975472986789)","(Rgb(r=223, g=215, b=187), 0.0840043677050842)","(Rgb(r=215, g=200, b=145), 0.07124057615424437)"
guido-molinari_untitled-1954.jpg,"(Rgb(r=170, g=12, b=35), 0.259121946313225)","(Rgb(r=232, g=210, b=67), 0.23894191010482554)","(Rgb(r=197, g=68, b=29), 0.20267763349053441)","(Rgb(r=216, g=155, b=60), 0.12308481035292014)","(Rgb(r=61, g=17, b=41), 0.0950009499117141)","(Rgb(r=22, g=31, b=57), 0.0811727498267808)"
walter-darby-bannard_cherokee-blanket-1964.jpg,"(Rgb(r=241, g=165, b=178), 0.5191348259917254)","(Rgb(r=231, g=203, b=127), 0.18825545550417783)","(Rgb(r=252, g=177, b=189), 0.15889409426462237)","(Rgb(r=246, g=218, b=152), 0.0771629350206863)","(Rgb(r=218, g=179, b=103), 0.038594142938265595)","(Rgb(r=227, g=152, b=168), 0.01795854628052243)"
leon-berkowitz_source-7-1976.jpg,"(Rgb(r=208, g=147, b=120), 0.28830550743398886)","(Rgb(r=181, g=92, b=111), 0.2070132688610101)","(Rgb(r=187, g=136, b=149), 0.17138723371851738)","(Rgb(r=192, g=99, b=52), 0.11850977555255192)","(Rgb(r=192, g=96, b=74), 0.11154981058082203)","(Rgb(r=216, g=198, b=208), 0.10323440385310971)"
mark-tobey_meditative-series-viii-1954.jpg,"(Rgb(r=102, g=95, b=77), 0.540535114665464)","(Rgb(r=161, g=158, b=138), 0.22672108199976349)","(Rgb(r=51, g=46, b=33), 0.12241433206003655)","(Rgb(r=71, g=68, b=49), 0.03754437975595603)","(Rgb(r=151, g=166, b=146), 0.03644433932947036)","(Rgb(r=135, g=132, b=111), 0.03634075218930962)"
theo-gerber_op-ration-secr-te-1962.jpg,"(Rgb(r=174, g=167, b=149), 0.4408979650762194)","(Rgb(r=217, g=213, b=199), 0.3616665244866755)","(Rgb(r=116, g=106, b=92), 0.07780089114043665)","(Rgb(r=201, g=196, b=173), 0.06185813936701468)","(Rgb(r=159, g=166, b=160), 0.0325056270465716)","(Rgb(r=155, g=159, b=167), 0.02527085288308211)"
mark-lancaster_fourths-1969.jpg,"(Rgb(r=243, g=235, b=221), 0.6679707250769713)","(Rgb(r=221, g=240, b=221), 0.15685657603231778)","(Rgb(r=247, g=224, b=231), 0.07683064748756718)","(Rgb(r=221, g=230, b=238), 0.04741051414263447)","(Rgb(r=201, g=176, b=152), 0.031252923011714284)","(Rgb(r=161, g=191, b=161), 0.01967861424879498)"
denise-green_untitled-vessel-10-1977.jpg,"(Rgb(r=107, g=110, b=178), 0.3752961322552403)","(Rgb(r=237, g=221, b=219), 0.20769815110470208)","(Rgb(r=133, g=132, b=190), 0.15512823814183446)","(Rgb(r=73, g=80, b=154), 0.1496562290776124)","(Rgb(r=224, g=208, b=214), 0.06223927486223412)","(Rgb(r=40, g=49, b=124), 0.049981974558376684)"
