filename,emotion,category,rationale,polarity,subjectivity,annotator
agnes-martin_red-bird-1964.jpg,disgust,MIN,big areas of simple colors and very mild color transitions,,,annotator_290
agnes-martin_red-bird-1964.jpg,disgust,MAX,just plain white background,,,annotator_310
agnes-martin_red-bird-1964.jpg,disgust,MAX,It is blank.,,,annotator_55
agnes-martin_red-bird-1964.jpg,disgust,MAX,Art looks only half finished.,,,annotator_62
agnes-martin_red-bird-1964.jpg,disgust,MAX,ITS A BLANK WITHOUT ANY DESIGN,,,annotator_284
agnes-martin_red-bird-1964.jpg,happiness,MIN,bland and lifeless,,,annotator_91
agnes-martin_red-bird-1964.jpg,happiness,MIN,Resembles the blank stare of an autistic child.,,,annotator_28
agnes-martin_red-bird-1964.jpg,happiness,MIN,dull and unattractive color,,,annotator_234
agnes-martin_red-bird-1964.jpg,happiness,MIN,white color without any design,,,annotator_234
agnes-martin_red-bird-1964.jpg,happiness,MIN,LOW FADE COLOR,,,annotator_284
agnes-martin_red-bird-1964.jpg,happiness,MIN,dullness and absence of design,,,annotator_234
agnes-martin_red-bird-1964.jpg,happiness,MIN,The blank screen suggests a dead soul to me.,,,annotator_28
agnes-martin_red-bird-1964.jpg,happiness,MIN,"There's nothing to be happy about here--lackluster color, no people, no landscape, nothing organic.",,,annotator_260
agnes-martin_red-bird-1964.jpg,happiness,MIN,"dullness, color and design",,,annotator_234
agnes-martin_red-bird-1964.jpg,happiness,MAX,The very pale pink color is sweetly pretty like a rose petal.,,,annotator_181
mark-rothko_no-1-royal-red-and-blue-1954.jpg,disgust,MIN,"The three quadrilaterals seem to be in harmony with each other, like building blocks.",,,annotator_28
mark-rothko_no-1-royal-red-and-blue-1954.jpg,disgust,MIN,The three stacked rectangles seem peaceful and serene to me.  The colors do not clash.,,,annotator_28
mark-rothko_no-1-royal-red-and-blue-1954.jpg,disgust,MIN,bright primary colors,,,annotator_258
mark-rothko_no-1-royal-red-and-blue-1954.jpg,disgust,MIN,just simple blocks,,,annotator_319
mark-rothko_no-1-royal-red-and-blue-1954.jpg,disgust,MIN,It is the least disorienting and the most geometric.,,,annotator_174
mark-rothko_no-1-royal-red-and-blue-1954.jpg,disgust,MIN,BRIGHT COLOR MAKE ME LEAST,,,annotator_66
mark-rothko_no-1-royal-red-and-blue-1954.jpg,disgust,MAX,good colours hardwork,,,annotator_151
mark-rothko_no-1-royal-red-and-blue-1954.jpg,disgust,MAX,I didn't find the colors pleasing.,,,annotator_129
mark-rothko_no-1-royal-red-and-blue-1954.jpg,disgust,MAX,feel very dark,,,annotator_280
mark-rothko_no-1-royal-red-and-blue-1954.jpg,disgust,MAX,this is not art,,,annotator_271
mark-rothko_no-1-royal-red-and-blue-1954.jpg,disgust,MAX,red like blood,,,annotator_24
larry-zox_fowey-light-1974.jpg,disgust,MIN,light plain average,,,annotator_306
larry-zox_fowey-light-1974.jpg,disgust,MIN,Not much paint,,,annotator_313
larry-zox_fowey-light-1974.jpg,disgust,MIN,Blank canvas with a few brush strokes around the edges.,,,annotator_285
larry-zox_fowey-light-1974.jpg,disgust,MIN,straight lines imply order,,,annotator_140
larry-zox_fowey-light-1974.jpg,disgust,MIN,simple without any design,,,annotator_234
larry-zox_fowey-light-1974.jpg,disgust,MIN,SIMPLY A PLAIN BACKGROUND,,,annotator_284
larry-zox_fowey-light-1974.jpg,disgust,MIN,The clean lines and structure remind one of order and cleanliness.,,,annotator_233
larry-zox_fowey-light-1974.jpg,disgust,MIN,"clear image, different colours",,,annotator_239
larry-zox_fowey-light-1974.jpg,disgust,MIN,simple without any design,,,annotator_234
larry-zox_fowey-light-1974.jpg,disgust,MIN,simple without any design,,,annotator_234
larry-zox_fowey-light-1974.jpg,disgust,MAX,The big white band could symbolize the gulf between two elements disgusted with each other.,,,annotator_28
larry-zox_fowey-light-1974.jpg,disgust,MAX,looks like banner design,,,annotator_100
larry-zox_fowey-light-1974.jpg,fear,MIN,empty white space make less fear,,,annotator_66
larry-zox_fowey-light-1974.jpg,fear,MIN,top portion looks like a remote view of a scenery desert,,,annotator_255
larry-zox_fowey-light-1974.jpg,fear,MIN,simple without any design,,,annotator_234
larry-zox_fowey-light-1974.jpg,fear,MIN,"This piece is very minimalist, but what elements are there are displayed in warm colors around the edges, which doesn't seem particularly fearful.",,,annotator_297
larry-zox_fowey-light-1974.jpg,fear,MIN,Too much of the canvas is blank making it look unfinished.,,,annotator_285
larry-zox_fowey-light-1974.jpg,fear,MIN,The image is simple and soothing.,,,annotator_21
larry-zox_fowey-light-1974.jpg,fear,MIN,simple without any design,,,annotator_234
larry-zox_fowey-light-1974.jpg,fear,MIN,simple blessed heavenly,,,annotator_306
larry-zox_fowey-light-1974.jpg,fear,MIN,simple without any design,,,annotator_234
larry-zox_fowey-light-1974.jpg,fear,MIN,The almost plain picture with white color background makes the picture less fearful,,,annotator_125
larry-zox_fowey-light-1974.jpg,fear,MIN,The blankness of the composition doesn't convey any emotion,,,annotator_197
larry-zox_fowey-light-1974.jpg,fear,MIN,simple without any design,,,annotator_234
larry-zox_fowey-light-1974.jpg,fear,MIN,Plain canvas with a few colors on the edges.,,,annotator_285
larry-zox_fowey-light-1974.jpg,fear,MIN,unpracticed design art,,,annotator_100
larry-zox_fowey-light-1974.jpg,fear,MIN,simple without any design,,,annotator_234
larry-zox_fowey-light-1974.jpg,fear,MIN,simple without any design,,,annotator_234
larry-zox_fowey-light-1974.jpg,fear,MAX,SOME FIGURES ARE THERE,,,annotator_284
larry-zox_fowey-light-1974.jpg,fear,MAX,That big white space reminds me of a mind going blank in fear.,,,annotator_28
larry-zox_fowey-light-1974.jpg,fear,MAX,art with single and simple color,,,annotator_280
robert-ryman_untitled-36-1963.jpg,disgust,MIN,the colors are lighter.,,,annotator_182
robert-ryman_untitled-36-1963.jpg,disgust,MIN,pleasant color choices and contrast,,,annotator_290
robert-ryman_untitled-36-1963.jpg,disgust,MAX,looks like worms swarming into something,,,annotator_255
robert-ryman_untitled-36-1963.jpg,disgust,MAX,The white squiggles remind me of maggots.,,,annotator_28
robert-ryman_untitled-36-1963.jpg,disgust,MAX,It looks like someone threw up in a napkin,,,annotator_48
robert-ryman_untitled-36-1963.jpg,disgust,MAX,strange white shapes,,,annotator_258
robert-ryman_untitled-36-1963.jpg,disgust,MAX,Maggots in cloth,,,annotator_249
robert-ryman_untitled-36-1963.jpg,disgust,MAX,The colors in the middle look angrily placed there.,,,annotator_285
robert-ryman_untitled-36-1963.jpg,disgust,MAX,"Looks like unappetizing food someone's pushed around the plate, rather than eating it",,,annotator_316
robert-ryman_untitled-36-1963.jpg,disgust,MAX,looks like fly larvae in their fat white form,,,annotator_255
robert-ryman_untitled-36-1963.jpg,disgust,MAX,Those whitesquiggles look like convicts escaping from jail.,,,annotator_28
robert-ryman_untitled-36-1963.jpg,disgust,MAX,almost like a white bug that's been squashed,,,annotator_11
robert-ryman_untitled-36-1963.jpg,fear,MIN,LIKE A CLOTH,,,annotator_284
robert-ryman_untitled-36-1963.jpg,fear,MIN,It looks very simple.,,,annotator_92
robert-ryman_untitled-36-1963.jpg,fear,MIN,peaceful color combination with a comfortable background,,,annotator_290
robert-ryman_untitled-36-1963.jpg,fear,MAX,The white squiggles look like a virus killing its host.,,,annotator_28
robert-ryman_untitled-36-1963.jpg,fear,MAX,Looks like a pile of maggots crawling on a plate of food that been left out in a deceased person's house whose body hasn't been discovered yet.,,,annotator_260
robert-ryman_untitled-36-1963.jpg,fear,MAX,It is the lung cancer of man parts.,,,annotator_175
robert-ryman_untitled-36-1963.jpg,fear,MAX,Those little white squiggles remind me of a virus escaping after killing a cell.,,,annotator_28
robert-ryman_untitled-36-1963.jpg,fear,MAX,looks like swarming maggots,,,annotator_255
morris-louis_breaking-hue-1954.jpg,disgust,MIN,The soft bend of flow of the lines is appealing.,,,annotator_285
morris-louis_breaking-hue-1954.jpg,disgust,MIN,The colorful waves seem exuberant with joy to me.,,,annotator_28
morris-louis_breaking-hue-1954.jpg,disgust,MIN,smooth flow of colours,,,annotator_286
morris-louis_breaking-hue-1954.jpg,disgust,MAX,it looks like a bloody bandage,,,annotator_271
morris-louis_breaking-hue-1954.jpg,disgust,MAX,DARK DISGUST COLOR,,,annotator_284
morris-louis_breaking-hue-1954.jpg,disgust,MAX,Reminds me of bloodstains.,,,annotator_288
morris-louis_breaking-hue-1954.jpg,disgust,MAX,Looks like a depiction of a mind exploding in disgust.,,,annotator_28
morris-louis_breaking-hue-1954.jpg,disgust,MAX,Image 4 evokes the most disgust because it looks like a stain that would be on a rug or on clothing. It looks like blood too. I find anything that looks like stains to be disgusting.,,,annotator_111
morris-louis_breaking-hue-1954.jpg,disgust,MAX,It's like an explosion of rage and disgust.,,,annotator_28
morris-louis_breaking-hue-1954.jpg,disgust,MAX,The colors look faded and old.,,,annotator_285
morris-louis_breaking-hue-1954.jpg,disgust,MAX,LOW DENSITY COLOR,,,annotator_284
morris-louis_breaking-hue-1954.jpg,disgust,MAX,LOW DENSITY COLOR,,,annotator_284
morris-louis_breaking-hue-1954.jpg,happiness,MIN,the bleeding colors are a lined scarf ruined in the washing machine,,,annotator_110
morris-louis_breaking-hue-1954.jpg,happiness,MIN,LOW FADE COLOR,,,annotator_284
morris-louis_breaking-hue-1954.jpg,happiness,MIN,looks like dried blood,,,annotator_301
morris-louis_breaking-hue-1954.jpg,happiness,MIN,colors are messy,,,annotator_290
morris-louis_breaking-hue-1954.jpg,happiness,MIN,LOW FADE COLOR,,,annotator_284
morris-louis_breaking-hue-1954.jpg,happiness,MIN,blurred boundary and blood red,,,annotator_290
morris-louis_breaking-hue-1954.jpg,happiness,MIN,LOW FADE COLOR,,,annotator_284
morris-louis_breaking-hue-1954.jpg,happiness,MIN,LOW FADE COLOR,,,annotator_284
morris-louis_breaking-hue-1954.jpg,happiness,MIN,looks like a bloody scene,,,annotator_3
morris-louis_breaking-hue-1954.jpg,happiness,MIN,LOW FADE COLOR,,,annotator_284
morris-louis_breaking-hue-1954.jpg,happiness,MIN,Looks like dry paint made to look like blood.,,,annotator_285
morris-louis_breaking-hue-1954.jpg,happiness,MIN,LOW FADE COLOR,,,annotator_284
morris-louis_breaking-hue-1954.jpg,happiness,MAX,paint little collapse,,,annotator_280
morris-louis_breaking-hue-1954.jpg,happiness,MAX,paint little collapse,,,annotator_280
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,disgust,MIN,LIKE A ANCIENT ART WORK,,,annotator_284
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,disgust,MIN,colourful and bold,,,annotator_239
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,disgust,MIN,Awkward to see,,,annotator_172
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,disgust,MAX,"This is a very busy painting with a lot of intersecting lines, suggesting conflict and disgust.",,,annotator_28
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,disgust,MAX,looks like anarchist grafitti,,,annotator_23
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,disgust,MAX,paint little collapse,,,annotator_280
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,disgust,MAX,looks like residuals of fish bones dumped,,,annotator_255
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,disgust,MAX,paint little collapse,,,annotator_280
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,disgust,MAX,very clumcy disorder,,,annotator_193
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,fear,MIN,"It looks funny and kooky, with bright cheerful colors",,,annotator_316
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,fear,MIN,"just chaos, not scary at all",,,annotator_23
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,fear,MIN,the colors are cheerful and the lines simple,,,annotator_32
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,fear,MIN,"I sense energy, not fear, in this busy painting with repeated shapes.",,,annotator_28
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,fear,MIN,"Because its colorful, like a party",,,annotator_80
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,fear,MIN,it looks alive,,,annotator_98
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,fear,MAX,paint little collapse,,,annotator_280
ernst-wilhelm-nay_farbholzschnitt-1952-4-1952.jpg,fear,MAX,the lines and shapes are chaotic,,,annotator_91
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,I see a flower blooming,,,annotator_271
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,Looks like the green shape is giving birth to a beautiful blue shape.  Nothing disgusting about the graceful shapes.,,,annotator_28
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,LIKE A FLOWER,,,annotator_284
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,The blue and green are like receiving forget-me-not flowers from a dear pal.,,,annotator_110
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,Looks like a beautiful iris flower.,,,annotator_28
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,I love the distinct blocks of color.,,,annotator_129
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,"evokes a sense of billowing, breezy",,,annotator_32
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,flower happily growing,,,annotator_36
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,"This one is just a blue hydrangea that's been picked in spring time--innocuous, not disgusting.",,,annotator_260
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,"nice colours, reminds me of a flower",,,annotator_239
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,it's blue and natural,,,annotator_190
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,Looks like a nice purple flower to me.,,,annotator_28
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,REMINDS ME OF LOVELY FLOWERS,,,annotator_82
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MIN,it looks like a flower,,,annotator_239
jean-messagier_ciel-deplisseur-1971.jpg,disgust,MAX,The green shape seems to be spitting out the blue cloud in disgust.,,,annotator_28
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,It looks like an abstract painting of an iris.,,,annotator_28
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,Blooming flower of rich colors,,,annotator_303
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,LIKE A FLOWER,,,annotator_284
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,it looks like tail of whale in ocean,,,annotator_255
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,green and blue make me less fear,,,annotator_66
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,The green and blue resemble an ocean scene.,,,annotator_285
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,The colors look cloral,,,annotator_1
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,The green and blue look like an illustration of the Earth.,,,annotator_285
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,Reminds me of a flower,,,annotator_24
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,Like a beautiful flower newly budding.,,,annotator_62
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,"like a relaxed, reclining flower",,,annotator_316
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,The green and blue give this a very nature feel.,,,annotator_285
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,unfurling flower at night,,,annotator_36
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,Nice art tha looks like fresh blooming flowers.,,,annotator_62
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,mysterious morning glory,,,annotator_36
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,"this is calming and soothing, like a blooming flower.",,,annotator_271
jean-messagier_ciel-deplisseur-1971.jpg,fear,MIN,Very nature related with the light green and blue coloring.,,,annotator_285
jean-messagier_ciel-deplisseur-1971.jpg,fear,MAX,DARK DISGUST COLOR,,,annotator_284
eugene-leroy_bouquet-de-fleur-1958.jpg,disgust,MIN,The pastels make me feel subdued and calm,,,annotator_114
eugene-leroy_bouquet-de-fleur-1958.jpg,disgust,MAX,The colors are muddy and nauseous,,,annotator_197
eugene-leroy_bouquet-de-fleur-1958.jpg,disgust,MAX,creating movement and depth,,,annotator_100
eugene-leroy_bouquet-de-fleur-1958.jpg,disgust,MAX,the paint is too thick and jagged,,,annotator_91
eugene-leroy_bouquet-de-fleur-1958.jpg,disgust,MAX,The painting looks like way too many layers of paint stacked.,,,annotator_285
eugene-leroy_bouquet-de-fleur-1958.jpg,disgust,MAX,this art contains many different patterns which makes disgusting,,,annotator_54
eugene-leroy_bouquet-de-fleur-1958.jpg,disgust,MAX,ROUGH STOKES AND COLOR,,,annotator_284
eugene-leroy_bouquet-de-fleur-1958.jpg,happiness,MIN,ROUGH STOKES AND COLOR,,,annotator_284
eugene-leroy_bouquet-de-fleur-1958.jpg,happiness,MIN,dull picture without bright or attractive color,,,annotator_234
eugene-leroy_bouquet-de-fleur-1958.jpg,happiness,MIN,A mess of sadness is this piece.,,,annotator_62
eugene-leroy_bouquet-de-fleur-1958.jpg,happiness,MIN,ROUGH STOKES AND COLOR,,,annotator_284
eugene-leroy_bouquet-de-fleur-1958.jpg,happiness,MIN,ROUGH STOKES AND COLOR,,,annotator_284
eugene-leroy_bouquet-de-fleur-1958.jpg,happiness,MIN,ROUGH STOKES AND COLOR,,,annotator_284
eugene-leroy_bouquet-de-fleur-1958.jpg,happiness,MIN,This picture generates some image relating to destruction of nature in mind,,,annotator_234
eugene-leroy_bouquet-de-fleur-1958.jpg,happiness,MIN,mixture of multi colors with dark combination make me unhappy,,,annotator_66
eugene-leroy_bouquet-de-fleur-1958.jpg,happiness,MIN,dull sort of design and color,,,annotator_234
eugene-leroy_bouquet-de-fleur-1958.jpg,happiness,MAX,the art looks like a earth viewing from above,,,annotator_172
eugene-leroy_bouquet-de-fleur-1958.jpg,happiness,MAX,"The colors are compatible and soothing, the shapes are rounded, thus suggesting joy.",,,annotator_28
eugene-leroy_bouquet-de-fleur-1958.jpg,happiness,MAX,looks like spring,,,annotator_24
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,disgust,MIN,The bright colors look happy,,,annotator_197
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,disgust,MIN,Reminds me of a rainbow,,,annotator_24
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,disgust,MIN,It is just a band of various colors,,,annotator_125
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,disgust,MIN,STRIPS OF MULTI COLOR MAKE ME LESS EVOKES,,,annotator_66
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,disgust,MAX,ROUGH STOKES AND COLOR,,,annotator_284
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,disgust,MAX,"None really inspire disgust, but #3 is kind of like a closed curtain of an anti-social person blocking the world out. The anti-social part puts me off, but it's not really ""disgust"" I feel.",,,annotator_260
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,happiness,MIN,LOW FADE COLOR,,,annotator_284
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,happiness,MIN,LOW FADE COLOR,,,annotator_284
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,happiness,MIN,The shapes are a little to basic and not flowing,,,annotator_186
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,happiness,MIN,dull design without bright or attractive color,,,annotator_234
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,happiness,MIN,LOW FADE COLOR,,,annotator_284
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,happiness,MAX,strips of multi colors make me happy,,,annotator_66
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,happiness,MAX,Simple lines of color that is easy to understand.,,,annotator_257
patrick-heron_scarlet-lemon-and-ultramarine-march-1957-1957.jpg,happiness,MAX,strips of multi colors make me happy,,,annotator_66
modest-cuixart_untitled-1959.jpg,disgust,MIN,looks like classic art,,,annotator_98
modest-cuixart_untitled-1959.jpg,disgust,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1959.jpg,disgust,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1959.jpg,disgust,MAX,It looks like an electric microscopic image of the HIV virus killing a human.,,,annotator_28
modest-cuixart_untitled-1959.jpg,disgust,MAX,I feel a little sickened when I look at it,,,annotator_79
modest-cuixart_untitled-1959.jpg,disgust,MAX,the black splatters,,,annotator_258
modest-cuixart_untitled-1959.jpg,disgust,MAX,The dark frantic lines give off the most disgust,,,annotator_120
modest-cuixart_untitled-1959.jpg,disgust,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1959.jpg,disgust,MAX,The thick paint looks like gross strings of mucus.,,,annotator_181
modest-cuixart_untitled-1959.jpg,disgust,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1959.jpg,disgust,MAX,the color and texture,,,annotator_258
modest-cuixart_untitled-1959.jpg,disgust,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1959.jpg,disgust,MAX,feel very dark,,,annotator_280
modest-cuixart_untitled-1959.jpg,disgust,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1959.jpg,disgust,MAX,It looks like worms under skin.,,,annotator_196
modest-cuixart_untitled-1959.jpg,disgust,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1959.jpg,fear,MIN,bright color so better feel,,,annotator_280
modest-cuixart_untitled-1959.jpg,fear,MIN,LIKE A MINIATURE DESIGN WORK,,,annotator_284
modest-cuixart_untitled-1959.jpg,fear,MIN,unrefined design idea,,,annotator_100
modest-cuixart_untitled-1959.jpg,fear,MIN,Very playing nothing stands out,,,annotator_24
modest-cuixart_untitled-1959.jpg,fear,MIN,childish design art,,,annotator_100
modest-cuixart_untitled-1959.jpg,fear,MAX,looks like devils hanging around,,,annotator_255
modest-cuixart_untitled-1959.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1959.jpg,fear,MAX,Looks like a bas relief of an ancient devil worshipping cult.,,,annotator_28
modest-cuixart_untitled-1959.jpg,fear,MAX,The image reminds me of an ancient door which would lead to a dungeon.,,,annotator_242
modest-cuixart_untitled-1959.jpg,fear,MAX,Looks like branding one flesh.,,,annotator_253
modest-cuixart_untitled-1959.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1959.jpg,fear,MAX,"dark, looks likes aliens",,,annotator_59
modest-cuixart_untitled-1959.jpg,fear,MAX,the raised color stroke seems to be too close,,,annotator_290
modest-cuixart_untitled-1959.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1959.jpg,fear,MAX,looks like ghosts flying,,,annotator_255
charlotte-posenenske_bretagne-1960-1(1).jpg,disgust,MIN,"The image is comforting, like brown and gray confetti falling",,,annotator_11
charlotte-posenenske_bretagne-1960-1(1).jpg,disgust,MIN,bright color so better feel,,,annotator_280
charlotte-posenenske_bretagne-1960-1(1).jpg,disgust,MIN,"disjointed, broken, detached",,,annotator_27
charlotte-posenenske_bretagne-1960-1(1).jpg,disgust,MIN,It's very simple with just blues,,,annotator_190
charlotte-posenenske_bretagne-1960-1(1).jpg,disgust,MAX,broken objects and messy colors,,,annotator_290
charlotte-posenenske_bretagne-1960-1(1).jpg,disgust,MAX,LOW DENSITY COLOR,,,annotator_284
charlotte-posenenske_bretagne-1960-1(1).jpg,disgust,MAX,looks like shards of glass from an object smashed in disgust.,,,annotator_28
charlotte-posenenske_bretagne-1960-1(1).jpg,disgust,MAX,Looks like an alien about to rape me.,,,annotator_28
charlotte-posenenske_bretagne-1960-1(1).jpg,disgust,MAX,The randomness of this piece is chaotic and makes me think of vomit.,,,annotator_144
charlotte-posenenske_bretagne-1960-1(1).jpg,disgust,MAX,natural art design,,,annotator_100
charlotte-posenenske_bretagne-1960-1(1).jpg,disgust,MAX,LOW DENSITY COLOR AND DESIGN,,,annotator_284
charlotte-posenenske_bretagne-1960-1(1).jpg,fear,MIN,people minding their own business,,,annotator_140
charlotte-posenenske_bretagne-1960-1(1).jpg,fear,MIN,LOW FADE COLOR,,,annotator_284
charlotte-posenenske_bretagne-1960-1(1).jpg,fear,MIN,LOW FADE COLOR,,,annotator_284
charlotte-posenenske_bretagne-1960-1(1).jpg,fear,MIN,"The blue and green objects resemble puppets.  Cute, not scary.",,,annotator_28
charlotte-posenenske_bretagne-1960-1(1).jpg,fear,MIN,The light blues and greens give this a nature feel.,,,annotator_285
charlotte-posenenske_bretagne-1960-1(1).jpg,fear,MIN,The light blue paint looks like the sky in spring.,,,annotator_285
charlotte-posenenske_bretagne-1960-1(1).jpg,fear,MIN,the blue is calming,,,annotator_1
charlotte-posenenske_bretagne-1960-1(1).jpg,fear,MIN,LOW FADE COLOR,,,annotator_284
charlotte-posenenske_bretagne-1960-1(1).jpg,fear,MIN,"The image is light, has a lot of white space, no threatening uncertainties.",,,annotator_27
charlotte-posenenske_bretagne-1960-1(1).jpg,fear,MIN,LOW FADE COLOR,,,annotator_284
charlotte-posenenske_bretagne-1960-1(1).jpg,fear,MAX,Art piece looks to be like very tall giants.,,,annotator_62
modest-cuixart_cercle-dor-1958.jpg,disgust,MIN,the cracked wood is an heirloom footstool,,,annotator_110
modest-cuixart_cercle-dor-1958.jpg,disgust,MIN,Image 3 makes me feel the least disgusted. The image strongly resembles an old tree trunk that has witnessed a good deal of history. It reminds me of something I encounter on any ordinary day and I am not revolted at all by image 3.,,,annotator_111
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,The brown and orange suggests dried feces,,,annotator_11
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,a crevice that might hide all sorts of gross stuff,,,annotator_32
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,Split piece of wood that was killed for no reason.,,,annotator_285
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,The black line is like a crack in a broken painting or relationship.,,,annotator_28
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,evokes something very dirty,,,annotator_235
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,the line in the middle looks like a crack,,,annotator_132
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,"looks dirty, like I need to clean it",,,annotator_11
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,The line running through the center of the canvas epitomozes a crack in relationships engendered by disgust.,,,annotator_28
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,feel very dark,,,annotator_280
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,as if a nice nest got ripped into havles,,,annotator_290
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,something trying to mar,,,annotator_36
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,looks like a bug might crawl out of that at any moment,,,annotator_32
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,The crack in the middle reminds me of a mind that has just snapped in disgust.,,,annotator_28
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,BLACK  AND DARK SHADOW,,,annotator_284
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,The brown colors suggest dried fecal matter,,,annotator_11
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,The line across the middle symbolizes the divide between two ex-lovers.,,,annotator_28
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,unattractive design and color,,,annotator_234
modest-cuixart_cercle-dor-1958.jpg,disgust,MAX,the texture and color,,,annotator_258
