filename,RGB1,RGB2,RGB3,RGB4,RGB5,RGB6
morris-louis_floral-v-1960.jpg,"[0.792156862745098, 0.5647058823529412, 0.4549019607843137, 0.0, 84295597404732.69]","[0.16470588235294117, 0.16470588235294117, 0.19607843137254902, 0.0, 7673344547451.317]","[0.9372549019607843, 0.9215686274509803, 0.8627450980392157, 0.0, 65222462524750.46]","[0.37254901960784315, 0.3254901960784314, 0.2901960784313726, 0.0, 59334347944008.11]","[0.2235294117647059, 0.2, 0.18823529411764706, 0.0, 5780962137596.385]","[0.9098039215686274, 0.9294117647058824, 0.9137254901960784, 0.0, 48761388021129.76]"
otto-freundlich_rosace-ii-1941.jpg,"[0.2627450980392157, 0.11764705882352941, 0.058823529411764705, 0.0, 13892948291270.486]","[0.5529411764705883, 0.3411764705882353, 0.17647058823529413, 0.0, 70136557056604.8]","[0.09803921568627451, 0.1568627450980392, 0.11372549019607843, 0.0, 54801312395493.63]","[0.7372549019607844, 0.615686274509804, 0.4549019607843137, 0.0, 47456789572562.49]","[0.09019607843137255, 0.13333333333333333, 0.20784313725490197, 0.0, 45536372038753.76]","[0.5098039215686274, 0.11764705882352941, 0.06666666666666667, 0.0, 35296348768978.48]"
wassily-kandinsky_composition-iv-1911.jpg,"[0.7803921568627451, 0.6901960784313725, 0.4117647058823529, 0.0, 11564472789570.72]","[0.8745098039215686, 0.7843137254901961, 0.5137254901960784, 0.0, 1031949731477.545]","[0.8980392156862745, 0.8235294117647058, 0.6823529411764706, 0.0, 6304423643719.615]","[0.788235294117647, 0.6, 0.11372549019607843, 0.0, 47789538617406.01]","[0.5607843137254902, 0.3568627450980392, 0.16470588235294117, 0.0, 3450336803140.2314]","[0.17254901960784313, 0.12941176470588237, 0.054901960784313725, 0.0, 27980018615631.836]"
raoul-de-keyser_kalklijnen-hoek-1971.jpg,"[0.24313725490196078, 0.3764705882352941, 0.17647058823529413, 0.0, 25258839779324.918]","[0.19607843137254902, 0.3176470588235294, 0.13725490196078433, 0.0, 105868289303531.47]","[0.9490196078431372, 0.9058823529411765, 0.803921568627451, 0.0, 20298727219771.246]","[0.16862745098039217, 0.27058823529411763, 0.11764705882352941, 0.0, 96889844403402.73]","[0.3607843137254902, 0.4117647058823529, 0.24705882352941178, 0.0, 19213998217554.805]","[0.6588235294117647, 0.6666666666666666, 0.5333333333333333, 0.0, 17910641664504.043]"
louis-cane_toile-tamponn-e-1967-3.jpg,"[0.4, 0.6666666666666666, 0.8313725490196079, 0.0, 24210283683451.125]","[0.16470588235294117, 0.49019607843137253, 0.6784313725490196, 0.0, 50227575058012.25]","[0.7450980392156863, 0.8784313725490196, 0.9450980392156862, 0.0, 42089337897234.21]","[0.9882352941176471, 0.984313725490196, 0.9764705882352941, 0.0, 3335993575739.1255]","[0.9411764705882353, 0.9764705882352941, 0.9686274509803922, 0.0, 16732247774803.408]","[0.2235294117647059, 0.5725490196078431, 0.7529411764705882, 0.0, 76449294231456.38]"
francis-bott_composition-1957-1.jpg,"[0.21176470588235294, 0.20392156862745098, 0.2, 0.0, 14827625606348.611]","[0.4549019607843137, 0.34901960784313724, 0.3254901960784314, 0.0, 129753562326.74118]","[0.43529411764705883, 0.3137254901960784, 0.32941176470588235, 0.0, 66166007084021.484]","[0.6352941176470588, 0.5490196078431373, 0.4980392156862745, 0.0, 212813928039197.38]","[0.23137254901960785, 0.19607843137254902, 0.20784313725490197, 0.0, 17361779400613.82]","[0.611764705882353, 0.4392156862745098, 0.41568627450980394, 0.0, 93178650663157.03]"
jack-bush_three-greens-and-black-1958.jpg,"[0.0196078431372549, 0.0196078431372549, 0.00784313725490196, 0.0, 16011620911772.043]","[0.9294117647058824, 0.9450980392156862, 0.9372549019607843, 0.0, 69390929232755.71]","[0.8980392156862745, 0.9176470588235294, 0.9333333333333333, 0.0, 62774443776013.77]","[0.01568627450980392, 0.03137254901960784, 0.01568627450980392, 0.0, 37398206975481.63]","[0.9137254901960784, 0.9098039215686274, 0.8745098039215686, 0.0, 32853530536684.617]","[0.5411764705882353, 0.6235294117647059, 0.7098039215686275, 0.0, 29623543106441.88]"
albert-bitran_moins-visible-1972.jpg,"[0.6588235294117647, 0.6313725490196078, 0.5529411764705883, 0.0, 16268420008638.797]","[0.48627450980392156, 0.4117647058823529, 0.2823529411764706, 0.0, 111632343208626.92]","[0.28627450980392155, 0.33725490196078434, 0.4588235294117647, 0.0, 44700209666924.34]","[0.5686274509803921, 0.5215686274509804, 0.39215686274509803, 0.0, 26838663989752.09]","[0.596078431372549, 0.6274509803921569, 0.6705882352941176, 0.0, 26312642859923.586]","[0.788235294117647, 0.7843137254901961, 0.7607843137254902, 0.0, 19988802933483.12]"
karl-otto-gotz_gilgamesh-1947.jpg,"[0.6509803921568628, 0.6470588235294118, 0.6078431372549019, 0.0, 11694899490665.762]","[0.34509803921568627, 0.3686274509803922, 0.34509803921568627, 0.0, 8833829084924.748]","[0.1607843137254902, 0.1803921568627451, 0.16470588235294117, 0.0, 60139273217198.695]","[0.396078431372549, 0.403921568627451, 0.37254901960784315, 0.0, 59153629804654.79]","[0.807843137254902, 0.7843137254901961, 0.7411764705882353, 0.0, 47557294655243.42]","[0.1607843137254902, 0.16470588235294117, 0.1411764705882353, 0.0, 20019379312096.023]"
edward-corbett_november-1963-iii-1963.jpg,"[0.9607843137254902, 0.9529411764705882, 0.9019607843137255, 0.0, 23743930886717.914]","[0.0196078431372549, 0.03137254901960784, 0.09411764705882353, 0.0, 5336129599485.718]","[0.027450980392156862, 0.00392156862745098, 0.0, 0.0, 47942943014750.45]","[0.7529411764705882, 0.22745098039215686, 0.08627450980392157, 0.0, 31598948581105.52]","[0.06666666666666667, 0.011764705882352941, 0.027450980392156862, 0.0, 19914838392042.926]","[0.49019607843137253, 0.1568627450980392, 0.08627450980392157, 0.0, 18995278951628.402]"
pierre-tal-coat_au-matin-1981.jpg,"[0.3176470588235294, 0.4549019607843137, 0.5294117647058824, 0.0, 20316211437902.87]","[0.48627450980392156, 0.611764705882353, 0.5764705882352941, 0.0, 89532831424587.81]","[0.4, 0.5450980392156862, 0.5686274509803921, 0.0, 34042793278187.67]","[0.996078431372549, 0.996078431372549, 0.996078431372549, 0.0, 28586823059141.945]","[0.44313725490196076, 0.5843137254901961, 0.6039215686274509, 0.0, 27860560796760.723]","[0.4235294117647059, 0.5568627450980392, 0.5450980392156862, 0.0, 89717398073911.97]"
ad-reinhardt_abstract-painting-1961.jpg,"[0.17647058823529413, 0.1843137254901961, 0.23921568627450981, 0.00392156862745098, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
kazuo-nakamura_hillside-1954.jpg,"[0.6745098039215687, 0.7019607843137254, 0.5019607843137255, 0.0, 14907297834198.02]","[0.788235294117647, 0.8, 0.6, 0.0, 75929549649263.44]","[0.8470588235294118, 0.8470588235294118, 0.7450980392156863, 0.0, 578792075708.5725]","[0.5529411764705883, 0.6745098039215687, 0.5568627450980392, 0.0, 51280908125529.23]","[0.5490196078431373, 0.611764705882353, 0.3058823529411765, 0.0, 30480628479622.45]","[0.4, 0.4117647058823529, 0.3333333333333333, 0.0, 275135905778.4549]"
marcelle-loubchansky_bethsabee-1956.jpg,"[0.7764705882352941, 0.5843137254901961, 0.5215686274509804, 0.0, 177642985291654.66]","[0.796078431372549, 0.5882352941176471, 0.6235294117647059, 0.0, 11007382824131.797]","[0.03137254901960784, 0.03529411764705882, 0.09019607843137255, 0.0, 38370820482908.56]","[0.8156862745098039, 0.7607843137254902, 0.7372549019607844, 0.0, 24626169004121.99]","[0.7843137254901961, 0.8156862745098039, 0.8470588235294118, 0.0, 216625036618558.38]","[0.807843137254902, 0.7607843137254902, 0.7803921568627451, 0.0, 19780556063239.07]"
rupprecht-geiger_farbmodulationen-1962.jpg,"[0.03137254901960784, 0.054901960784313725, 0.08627450980392157, 0.0, 132793436126569.97]","[0.9137254901960784, 0.3137254901960784, 0.14901960784313725, 0.0, 91705396977373.52]","[0.9137254901960784, 0.9098039215686274, 0.9294117647058824, 0.0, 79048397928177.7]","[0.9254901960784314, 0.5333333333333333, 0.3764705882352941, 0.0, 37095991329729.586]","[0.32941176470588235, 0.3686274509803922, 0.38823529411764707, 0.0, 30651799546539.543]","[0.9529411764705882, 0.8274509803921568, 0.7686274509803922, 0.0, 20861840836707.69]"
larry-zox_vina-1977.jpg,"[0.7215686274509804, 0.3333333333333333, 0.043137254901960784, 0.0, 11344711790518.389]","[0.9176470588235294, 0.6196078431372549, 0.2, 0.0, 1007463311068.1765]","[0.8941176470588236, 0.5019607843137255, 0.054901960784313725, 0.0, 85479261482040.58]","[0.3137254901960784, 0.08627450980392157, 0.011764705882352941, 0.0, 52691800726369.62]","[0.9764705882352941, 0.7764705882352941, 0.43137254901960786, 0.0, 22927818465017.25]","[0.5098039215686274, 0.14901960784313725, 0.027450980392156862, 0.0, 168645330596690.7]"
jean-helion_abstract-copmosition-1934.jpg,"[0.803921568627451, 0.8117647058823529, 0.7803921568627451, 0.0, 10293186651674.145]","[0.8313725490196079, 0.8549019607843137, 0.8392156862745098, 0.0, 99792537369773.42]","[0.14901960784313725, 0.16470588235294117, 0.22745098039215686, 0.0, 59314256125790.76]","[0.8392156862745098, 0.8745098039215686, 0.8941176470588236, 0.0, 56040202732029.79]","[0.6431372549019608, 0.6705882352941176, 0.7294117647058823, 0.0, 39087825338402.52]","[0.7764705882352941, 0.7137254901960784, 0.3568627450980392, 0.0, 34990174662360.062]"
willi-baumeister_happy-day-1947.jpg,"[0.9176470588235294, 0.8588235294117647, 0.7529411764705882, 0.0, 179801695253207.34]","[0.7568627450980392, 0.6549019607843137, 0.5098039215686274, 0.0, 9177392719716.184]","[0.8823529411764706, 0.788235294117647, 0.4745098039215686, 0.0, 513168028251.4314]","[0.5803921568627451, 0.3411764705882353, 0.23529411764705882, 0.0, 32427980555296.055]","[0.6039215686274509, 0.6784313725490196, 0.7137254901960784, 0.0, 20234371986166.168]","[0.6078431372549019, 0.23529411764705882, 0.32941176470588235, 0.0, 16602084928123.479]"
victor-servranckx_opus-55-r-gne-de-l-acier-poli-heerschappij-van-gepolijst-staal-1923.jpg,"[0.16470588235294117, 0.16862745098039217, 0.16470588235294117, 0.0, 110104769332311.03]","[0.3568627450980392, 0.3607843137254902, 0.34901960784313724, 0.0, 85149116667129.55]","[0.4196078431372549, 0.3411764705882353, 0.3803921568627451, 0.0, 75489437446348.61]","[0.8745098039215686, 0.8941176470588236, 0.8823529411764706, 0.0, 5791339901333.153]","[0.6274509803921569, 0.6274509803921569, 0.596078431372549, 0.0, 50091898307245.24]","[0.8235294117647058, 0.8196078431372549, 0.792156862745098, 0.0, 1340824197873.2078]"
fernando-lanhas_o2-43-44-ou-o-violino-1944.jpg,"[0.43137254901960786, 0.47058823529411764, 0.3176470588235294, 0.0, 14417636407892.86]","[0.6666666666666666, 0.7176470588235294, 0.6549019607843137, 0.0, 87113113157513.58]","[0.5098039215686274, 0.5450980392156862, 0.3843137254901961, 0.0, 69931984635279.55]","[0.6313725490196078, 0.6666666666666666, 0.5490196078431373, 0.0, 43441559383866.93]","[0.7568627450980392, 0.803921568627451, 0.7529411764705882, 0.0, 3078365386063.3804]","[0.7254901960784313, 0.7725490196078432, 0.7137254901960784, 0.0, 16710187628875.576]"
rene-duvillier_aphrodite-1971-1(1).jpg,"[0.9333333333333333, 0.9294117647058824, 0.9176470588235294, 0.0, 27123227810679.863]","[0.07058823529411765, 0.11372549019607843, 0.24705882352941178, 0.0, 46387200439743.28]","[0.6784313725490196, 0.4, 0.0392156862745098, 0.0, 27856400831646.484]","[0.8549019607843137, 0.5098039215686274, 0.023529411764705882, 0.0, 16477529860305.416]","[0.15294117647058825, 0.1411764705882353, 0.08235294117647059, 0.0, 155849434804993.16]","[0.2784313725490196, 0.3254901960784314, 0.45098039215686275, 0.0, 1461851002610.4941]"
ronnie-landfield_the-howl-of-terror-1967.jpg,"[0.10588235294117647, 0.050980392156862744, 0.2196078431372549, 0.0, 31478877185501.652]","[0.4588235294117647, 0.2784313725490196, 0.14901960784313725, 0.0, 29348604291510.984]","[0.3058823529411765, 0.19607843137254902, 0.07058823529411765, 0.0, 130811368249816.14]","[0.023529411764705882, 0.3803921568627451, 0.19215686274509805, 0.0, 1249541428057.945]","[0.8627450980392157, 0.6078431372549019, 0.047058823529411764, 0.0, 122884589815573.55]","[0.8196078431372549, 0.8431372549019608, 0.9058823529411765, 0.0, 10154476511452.145]"
marcel-janco_euphoria-dada-1917.jpg,"[0.592156862745098, 0.611764705882353, 0.6705882352941176, 0.0, 103100047626430.02]","[0.19215686274509805, 0.12941176470588237, 0.17254901960784313, 0.0, 76897829435927.1]","[0.7607843137254902, 0.6274509803921569, 0.40784313725490196, 0.0, 65033820351988.64]","[0.9372549019607843, 0.9176470588235294, 0.8784313725490196, 0.0, 63640642523837.664]","[0.48627450980392156, 0.3803921568627451, 0.2901960784313726, 0.0, 49786379399683.516]","[0.36470588235294116, 0.4117647058823529, 0.5098039215686274, 0.0, 33698143407231.117]"
sam-francis_untitled-1990-6.jpg,"[0.9372549019607843, 0.9372549019607843, 0.9333333333333333, 0.0, 3067239465752.106]","[0.8784313725490196, 0.9137254901960784, 0.9411764705882353, 0.0, 33134846388934.773]","[0.09019607843137255, 0.43137254901960786, 0.6431372549019608, 0.0, 16245289259417.832]","[0.9176470588235294, 0.9450980392156862, 0.9294117647058824, 0.0, 139978432009325.39]","[0.4549019607843137, 0.6705882352941176, 0.796078431372549, 0.0, 12184903380421.074]","[0.9490196078431372, 0.9215686274509803, 0.9372549019607843, 0.0, 98700339401812.27]"
bernard-cohen_fifth-image-for-j-1976.jpg,"[0.9372549019607843, 0.9254901960784314, 0.9019607843137255, 0.0, 34292263610315.188]","[0.7529411764705882, 0.6823529411764706, 0.5450980392156862, 0.0, 19632563627170.066]","[0.8392156862745098, 0.8941176470588236, 0.8392156862745098, 0.0, 119017922355188.48]","[0.8470588235294118, 0.796078431372549, 0.5647058823529412, 0.0, 100904545199168.48]","[0.5137254901960784, 0.7450980392156863, 0.5490196078431373, 0.0, 5391314118770.718]","[0.9411764705882353, 0.9058823529411765, 0.9176470588235294, 0.0, 22181021405696.95]"
piero-dorazio_rosso-perugino-1979.jpg,"[0.6784313725490196, 0.1843137254901961, 0.22745098039215686, 0.0, 20113790633060.703]","[0.6901960784313725, 0.23529411764705882, 0.19607843137254902, 0.0, 56884829447670.305]","[0.8941176470588236, 0.8509803921568627, 0.7686274509803922, 0.0, 44235237993673.54]","[0.5843137254901961, 0.13725490196078433, 0.18823529411764706, 0.0, 33832051974560.363]","[0.796078431372549, 0.596078431372549, 0.3764705882352941, 0.0, 30680864440823.15]","[0.17254901960784313, 0.4470588235294118, 0.3215686274509804, 0.0, 25385972557763.668]"
blinky-palermo_untitled-1964.jpg,"[0.9019607843137255, 0.8352941176470589, 0.4, 0.0, 93144746436526.72]","[0.23137254901960785, 0.23137254901960785, 0.23137254901960785, 0.0, 87916368788982.75]","[0.23137254901960785, 0.23921568627450981, 0.23529411764705882, 0.0, 64562758368757.586]","[0.25882352941176473, 0.2627450980392157, 0.27450980392156865, 0.0, 49895047168128.58]","[0.2549019607843137, 0.26666666666666666, 0.2627450980392157, 0.0, 49554003975507.68]","[0.2627450980392157, 0.25882352941176473, 0.2549019607843137, 0.0, 47083938007194.73]"
arkhip-kuindzhi_sunset-in-the-winter-a-coast-of-the-sea.jpg,"[0.6313725490196078, 0.3215686274509804, 0.17647058823529413, 0.0, 1831120897216.2783]","[0.09803921568627451, 0.21568627450980393, 0.18823529411764706, 0.0, 66052494443034.34]","[0.49019607843137253, 0.2823529411764706, 0.3333333333333333, 0.0, 54775614721577.43]","[0.24705882352941178, 0.3607843137254902, 0.2901960784313726, 0.0, 52194448097956.73]","[0.15294117647058825, 0.3058823529411765, 0.25098039215686274, 0.0, 22017675073212.67]","[0.7647058823529411, 0.30980392156862746, 0.38823529411764707, 0.0, 140045406876890.3]"
akira-kanayama_work-1957-1.jpg,"[0.1843137254901961, 0.1843137254901961, 0.14901960784313725, 0.0, 13608605379584.252]","[0.35294117647058826, 0.34901960784313724, 0.3254901960784314, 0.0, 11076849547380.758]","[0.3411764705882353, 0.35294117647058826, 0.3764705882352941, 0.0, 47017128936663.59]","[0.6235294117647059, 0.611764705882353, 0.596078431372549, 0.0, 38481853086512.2]","[0.9254901960784314, 0.9137254901960784, 0.9058823529411765, 0.0, 35578271727796.97]","[0.32941176470588235, 0.34901960784313724, 0.33725490196078434, 0.0, 24225059724475.195]"
john-mclaughlin_number-11-1964.jpg,"[0.9215686274509803, 0.9176470588235294, 0.9019607843137255, 0.0, 2603151756942.961]","[0.09019607843137255, 0.08627450980392157, 0.10588235294117647, 0.0, 129539494849202.33]","[0.09803921568627451, 0.09019607843137255, 0.09803921568627451, 0.0, 133557099335849.55]","[0.13333333333333333, 0.12941176470588237, 0.12156862745098039, 0.0, 35669684022418.53]","[0.37254901960784315, 0.3686274509803922, 0.3607843137254902, 0.0, 33219095043779.09]","[0.3411764705882353, 0.3333333333333333, 0.33725490196078434, 0.0, 27773341757913.668]"
ad-reinhardt_abstract-painting-red-1952.jpg,"[0.6862745098039216, 0.1843137254901961, 0.20392156862745098, 0.0, 20416067661632.555]","[0.6627450980392157, 0.2196078431372549, 0.20784313725490197, 0.0, 187284790459393.62]","[0.5058823529411764, 0.15294117647058825, 0.1411764705882353, 0.0, 63729195381856.445]","[0.5019607843137255, 0.15294117647058825, 0.1568627450980392, 0.0, 7410371556029.819]","[0, 0, 0]","[0, 0, 0]"
li-yuan-chia_folding-scroll-1963.jpg,"[0.8705882352941177, 0.1803921568627451, 0.17647058823529413, 0.0, 26668033838464.805]","[0.996078431372549, 0.9921568627450981, 0.9921568627450981, 0.0, 6405970111891.459]","[0.8862745098039215, 0.1803921568627451, 0.19607843137254902, 0.0, 33567918832358.258]","[0.8, 0.17647058823529413, 0.16470588235294117, 0.0, 125885713102849.34]","[0.9529411764705882, 0.9921568627450981, 0.9725490196078431, 0.0, 947392288284.5411]","[0.9921568627450981, 0.9607843137254902, 0.9803921568627451, 0.0, 57864102160468.42]"
marcelle-loubchansky_composition-1961-1.jpg,"[0.6392156862745098, 0.19607843137254902, 0.1568627450980392, 0.0, 22522093117680.492]","[0.5686274509803921, 0.12549019607843137, 0.15294117647058825, 0.0, 6729857209643.027]","[0.7019607843137254, 0.15294117647058825, 0.1803921568627451, 0.0, 51973422006948.76]","[0.5137254901960784, 0.1607843137254902, 0.13725490196078433, 0.0, 26637806619825.164]","[0.23921568627450981, 0.1568627450980392, 0.13725490196078433, 0.0, 13275289249487.172]","[0.2784313725490196, 0.13725490196078433, 0.15294117647058825, 0.0, 77508415956017.08]"
luis-feito_n-mero-148-1959.jpg,"[0.8666666666666667, 0.8352941176470589, 0.8, 0.0, 28359570216647.0]","[0.7019607843137254, 0.6705882352941176, 0.6431372549019608, 0.0, 73264038667684.72]","[0.10588235294117647, 0.08627450980392157, 0.0784313725490196, 0.0, 134128041982077.14]","[0.41568627450980394, 0.38823529411764707, 0.36470588235294116, 0.0, 103932211210985.16]","[0.3215686274509804, 0.3215686274509804, 0.33725490196078434, 0.0, 58757614330219.58]","[0.7764705882352941, 0.7529411764705882, 0.7176470588235294, 0.0, 5615335158615.134]"
arshile-gorky_the-liver-is-the-cock-s-comb.jpg,"[0.592156862745098, 0.3215686274509804, 0.12549019607843137, 0.0, 13177735011648.615]","[0.7411764705882353, 0.6274509803921569, 0.4745098039215686, 0.0, 94951853103130.95]","[0.27058823529411763, 0.13333333333333333, 0.03529411764705882, 0.0, 80436159285623.89]","[0.8784313725490196, 0.8470588235294118, 0.7803921568627451, 0.0, 39443228541545.586]","[0.6431372549019608, 0.06666666666666667, 0.01568627450980392, 0.0, 231145180154807.75]","[0.8313725490196079, 0.8705882352941177, 0.8470588235294118, 0.0, 22433753682830.68]"
fritz-winter_schwarz-vor-grau-und-gelb-1954.jpg,"[0.807843137254902, 0.6862745098039216, 0.4549019607843137, 0.0, 19665254483435.465]","[0.11764705882352941, 0.10980392156862745, 0.09411764705882353, 0.0, 74580396097523.2]","[0.4, 0.3803921568627451, 0.34509803921568627, 0.0, 74349391864370.62]","[0.8627450980392157, 0.7568627450980392, 0.4980392156862745, 0.0, 16691754405811.252]","[0.7843137254901961, 0.6823529411764706, 0.1450980392156863, 0.0, 154602980158434.9]","[0.09803921568627451, 0.09803921568627451, 0.12156862745098039, 0.0, 14422477527194.805]"
jean-paul-riopelle_pavane-1954.jpg,"[0.09019607843137255, 0.13725490196078433, 0.17647058823529413, 0.0, 8906543158503.04]","[0.08235294117647059, 0.12156862745098039, 0.10196078431372549, 0.0, 7930332747888.858]","[0.30980392156862746, 0.36470588235294116, 0.4235294117647059, 0.0, 77036347123618.19]","[0.15294117647058825, 0.10980392156862745, 0.07450980392156863, 0.0, 64156824834014.13]","[0.43137254901960786, 0.3607843137254902, 0.29411764705882354, 0.0, 47755157924639.68]","[0.32941176470588235, 0.3764705882352941, 0.34901960784313724, 0.0, 348397737989.0706]"
olivier-debre_rose-de-la-montagne-1991.jpg,"[0.9098039215686274, 0.47843137254901963, 0.5176470588235295, 0.0, 133160791911146.17]","[0.9019607843137255, 0.5450980392156862, 0.4470588235294118, 0.0, 9757887197296.518]","[0.8549019607843137, 0.3333333333333333, 0.3843137254901961, 0.0, 57384517956153.89]","[0.9686274509803922, 0.5843137254901961, 0.6078431372549019, 0.0, 42291641987545.234]","[0.9529411764705882, 0.6352941176470588, 0.6039215686274509, 0.0, 38678868524136.055]","[0.8980392156862745, 0.3137254901960784, 0.25882352941176473, 0.0, 23062170393151.527]"
alfred-manessier_12-1956.jpg,"[0.5725490196078431, 0.6352941176470588, 0.6823529411764706, 0.0, 20340518231494.76]","[0.1568627450980392, 0.21176470588235294, 0.23137254901960785, 0.0, 67273252238379.6]","[0.17647058823529413, 0.22745098039215686, 0.21176470588235294, 0.0, 60546464727372.25]","[0.7843137254901961, 0.9254901960784314, 0.5098039215686274, 0.0, 241743279887366.53]","[0.26666666666666666, 0.3215686274509804, 0.2901960784313726, 0.0, 2173972974180.8706]","[0.8313725490196079, 0.9686274509803922, 0.5647058823529412, 0.0, 15017905733853.203]"
jean-miotte_untitled-1959.jpg,"[0.08235294117647059, 0.10588235294117647, 0.09411764705882353, 0.0, 95439022238657.75]","[0.1803921568627451, 0.17254901960784313, 0.13333333333333333, 0.0, 77199228763468.9]","[0.8745098039215686, 0.8705882352941177, 0.8470588235294118, 0.0, 68375119504004.79]","[0.6078431372549019, 0.6901960784313725, 0.7372549019607844, 0.0, 67163302963647.2]","[0.7843137254901961, 0.8156862745098039, 0.8431372549019608, 0.0, 51222051829523.734]","[0.4, 0.3333333333333333, 0.2627450980392157, 0.0, 32758137445795.64]"
josef-ma_temp-te-f-camp-1954.jpg,"[0.5686274509803921, 0.7176470588235294, 0.6627450980392157, 0.0, 12004996611336.416]","[0.8470588235294118, 0.8470588235294118, 0.788235294117647, 0.0, 11470118923780.172]","[0.7843137254901961, 0.8392156862745098, 0.807843137254902, 0.0, 95052357136279.73]","[0.6784313725490196, 0.788235294117647, 0.7450980392156863, 0.0, 33811448985757.59]","[0.6980392156862745, 0.7176470588235294, 0.611764705882353, 0.0, 14946823892895.754]","[0.7725490196078432, 0.7803921568627451, 0.6745098039215687, 0.0, 13595077378999.082]"
jack-bush_sing-sing-sing-1974.jpg,"[0.9176470588235294, 0.4745098039215686, 0.3803921568627451, 0.0, 22174852659274.203]","[0.8588235294117647, 0.3607843137254902, 0.2823529411764706, 0.0, 134002342985044.95]","[0.5686274509803921, 0.3411764705882353, 0.16470588235294117, 0.0, 156506148809612.28]","[0.9019607843137255, 0.8117647058823529, 0.7098039215686275, 0.0, 114419493838290.27]","[0.24705882352941178, 0.1411764705882353, 0.0784313725490196, 0.0, 53351227648375.33]","[0.8666666666666667, 0.596078431372549, 0.07058823529411765, 0.0, 39783061376832.55]"
jack-bush_big-a-1968.jpg,"[0.5803921568627451, 0.4666666666666667, 0.09803921568627451, 0.0, 12452229065113.479]","[0.3137254901960784, 0.40784313725490196, 0.35294117647058826, 0.0, 11435952884574.63]","[0.9215686274509803, 0.5333333333333333, 0.2784313725490196, 0.0, 6119898522993.2705]","[0.13333333333333333, 0.396078431372549, 0.47058823529411764, 0.0, 4909754044702.142]","[0.9254901960784314, 0.3215686274509804, 0.11372549019607843, 0.0, 28992679939377.19]","[0.6235294117647059, 0.5176470588235295, 0.09803921568627451, 0.0, 1398583763188.5608]"
sam-francis_untitled-sfp89-105-1989.jpg,"[0.9450980392156862, 0.9411764705882353, 0.9215686274509803, 0.0, 20382540295706.805]","[0.6078431372549019, 0.32941176470588235, 0.11372549019607843, 0.0, 7299321968826.208]","[0.7294117647058823, 0.6078431372549019, 0.13333333333333333, 0.0, 34100367783657.79]","[0.19607843137254902, 0.10196078431372549, 0.03137254901960784, 0.0, 28536346383899.574]","[0.23137254901960785, 0.40784313725490196, 0.1607843137254902, 0.0, 28359919770655.938]","[0.9647058823529412, 0.9372549019607843, 0.9568627450980393, 0.0, 243416061615546.4]"
jean-messagier_la-grande-fracture-des-matins-1992.jpg,"[0.12941176470588237, 0.7294117647058823, 0.37254901960784315, 0.0, 1051202895211.2706]","[0.09803921568627451, 0.5568627450980392, 0.27058823529411763, 0.0, 73280980234725.45]","[0.4117647058823529, 0.9372549019607843, 0.7529411764705882, 0.0, 71122738772159.06]","[0.2901960784313726, 0.8274509803921568, 0.5490196078431373, 0.0, 64346509387921.01]","[0.7215686274509804, 0.9647058823529412, 0.8823529411764706, 0.0, 62837076145754.76]","[0.28627450980392155, 0.7607843137254902, 0.8784313725490196, 0.0, 154492686834106.88]"
carl-buchheister_komposition-chartem-1958.jpg,"[0.9254901960784314, 0.8862745098039215, 0.7843137254901961, 0.0, 30880433358877.58]","[0.7725490196078432, 0.6705882352941176, 0.5098039215686274, 0.0, 45057907817559.555]","[0.8666666666666667, 0.7843137254901961, 0.5647058823529412, 0.0, 27297380351473.426]","[0.807843137254902, 0.8627450980392157, 0.8196078431372549, 0.0, 46253987419919.13]","[0.4823529411764706, 0.4117647058823529, 0.3176470588235294, 0.0, 34661215889357.117]","[0.5411764705882353, 0.6705882352941176, 0.7215686274509804, 0.0, 29057206563616.46]"
albert-bitran_composition-1974.jpg,"[0.7568627450980392, 0.6235294117647059, 0.47843137254901963, 0.0, 23382004112051.203]","[0.39215686274509803, 0.3176470588235294, 0.34509803921568627, 0.0, 53452290142210.46]","[0.5294117647058824, 0.36470588235294116, 0.2901960784313726, 0.0, 43335030077092.45]","[0.8666666666666667, 0.8, 0.7333333333333333, 0.0, 32707288365248.16]","[0.3607843137254902, 0.3568627450980392, 0.39215686274509803, 0.0, 14701871425716.898]","[0.7019607843137254, 0.5019607843137255, 0.2627450980392157, 0.0, 141403416143179.9]"
li-yuan-chia_untitled-1960.jpg,"[0.6549019607843137, 0.6705882352941176, 0.7254901960784313, 0.0, 34162091433370.395]","[0.3568627450980392, 0.33725490196078434, 0.30980392156862746, 0.0, 183350082540301.62]","[0.6901960784313725, 0.6627450980392157, 0.6980392156862745, 0.0, 14080866953631.172]","[0.6274509803921569, 0.6666666666666666, 0.6549019607843137, 0.0, 112736055040148.3]","[0.6431372549019608, 0.6313725490196078, 0.6196078431372549, 0.0, 50955333875389.055]","[0.7333333333333333, 0.7294117647058823, 0.788235294117647, 0.0, 17509343121790.062]"
